featureid	s69	s70	s71	s75	s76	s77
ENSG00000260192	0	0	0	0	0	0
ENSG00000260193	38	20	19	41	20	32
ENSG00000260194	0	0	0	1	0	0
ENSG00000260196	297	121	168	329	97	148
ENSG00000260197	7	4	3	7	6	10
ENSG00000260198	0	0	3	1	0	2
ENSG00000260201	0	0	0	0	0	0
ENSG00000260202	0	0	0	0	0	0
ENSG00000260205	0	0	0	0	0	0
ENSG00000260206	3	2	0	0	3	0
ENSG00000260207	0	0	0	0	0	0
ENSG00000260209	0	0	0	0	0	0
ENSG00000260211	0	0	0	0	0	0
ENSG00000260212	0	0	1	1	0	0
ENSG00000260213	18	3	3	22	16	19
ENSG00000260217	0	0	0	0	0	0
ENSG00000260218	0	0	0	0	0	0
ENSG00000260219	26	20	21	102	33	68
ENSG00000260220	1	1	0	0	0	1
ENSG00000260223	0	0	0	0	0	0
ENSG00000260224	0	0	0	0	0	0
ENSG00000260228	0	0	0	0	0	0
ENSG00000260229	1	0	0	0	0	0
ENSG00000260230	0	0	0	0	0	0
ENSG00000260231	32	9	18	18	13	8
ENSG00000260232	0	0	0	0	0	0
ENSG00000260233	116	57	64	99	47	57
ENSG00000260234	0	0	0	0	0	0
ENSG00000260235	0	1	0	0	0	0
ENSG00000260236	28	14	10	8	7	5
ENSG00000260237	0	0	0	0	0	0
ENSG00000260238	29	25	26	40	19	38
ENSG00000260239	0	0	0	0	0	0
ENSG00000260240	0	0	0	0	0	0
ENSG00000260242	0	0	0	0	0	0
ENSG00000260244	54	28	32	30	19	29
ENSG00000260246	2	2	3	6	0	1
ENSG00000260247	0	0	0	0	0	0
ENSG00000260249	0	0	0	1	0	1
ENSG00000260251	0	0	0	0	0	0
ENSG00000260252	5	0	6	15	0	6
ENSG00000260253	0	0	0	0	0	0
ENSG00000260254	0	0	0	0	0	0
ENSG00000260255	0	0	0	0	0	0
ENSG00000260256	0	0	0	0	0	0
ENSG00000260257	44	26	25	105	37	43
ENSG00000260258	0	0	0	0	0	0
ENSG00000260259	11	5	9	10	6	17
ENSG00000260260	243	93	95	149	60	72
ENSG00000260261	176	71	86	230	93	120
ENSG00000260262	0	0	0	0	0	0
ENSG00000260264	0	0	0	0	0	0
ENSG00000260265	0	0	0	0	0	0
ENSG00000260266	0	0	0	0	0	0
ENSG00000260267	297	123	115	168	79	111
ENSG00000260268	0	0	0	0	0	0
ENSG00000260269	39	17	31	86	31	71
ENSG00000260271	0	0	0	0	0	0
ENSG00000260272	0	0	0	0	0	0
ENSG00000260273	5	6	1	8	7	13
ENSG00000260274	45	14	23	47	15	25
ENSG00000260275	0	0	0	0	0	0
ENSG00000260276	148	80	79	189	72	131
ENSG00000260277	1	0	1	8	5	0
ENSG00000260278	2	1	1	5	1	1
ENSG00000260279	6	4	0	6	2	4
ENSG00000260280	309	178	169	328	121	167
ENSG00000260281	0	0	2	1	0	0
ENSG00000260282	1	1	0	0	0	0
ENSG00000260284	0	0	0	0	0	0
ENSG00000260285	87	57	74	92	42	49
ENSG00000260286	2	0	0	0	0	0
ENSG00000260287	19	0	0	0	0	0
ENSG00000260288	8	2	6	7	2	5
ENSG00000260289	0	0	0	0	0	0
ENSG00000260290	12	2	6	9	4	6
ENSG00000260291	0	0	0	0	0	0
ENSG00000260293	152	50	56	66	29	42
ENSG00000260296	11	9	9	10	6	6
ENSG00000260298	0	0	0	0	0	1
ENSG00000260300	31	23	21	38	7	14
ENSG00000260302	47	22	21	19	6	10
ENSG00000260303	0	0	0	0	1	1
ENSG00000260304	0	0	0	0	0	2
ENSG00000260305	0	2	0	1	0	1
ENSG00000260306	19	10	9	59	23	27
ENSG00000260307	0	0	0	0	0	0
ENSG00000260308	0	0	0	0	0	0
ENSG00000260310	0	0	0	0	0	0
ENSG00000260311	0	0	0	0	0	0
ENSG00000260312	0	0	0	0	0	0
ENSG00000260314	4	1	2	2	0	3
ENSG00000260316	8	4	4	30	4	14
ENSG00000260317	2	1	2	7	2	0
ENSG00000260318	0	0	0	0	0	0
ENSG00000260322	0	0	0	0	0	0
ENSG00000260325	15	3	11	14	4	15
ENSG00000260326	0	0	0	0	0	0
ENSG00000260327	0	0	0	0	0	0
ENSG00000260328	0	0	0	0	0	0
ENSG00000260329	15	3	4	7	0	2
ENSG00000260331	0	1	1	0	1	3
ENSG00000260332	0	0	0	0	0	0
ENSG00000260335	65	27	26	151	44	67
ENSG00000260337	0	0	1	1	0	0
ENSG00000260338	0	0	0	0	0	0
ENSG00000260339	5	6	4	8	1	3
ENSG00000260340	0	0	0	0	0	0
ENSG00000260341	0	0	0	0	0	0
ENSG00000260342	133	70	28	162	59	74
ENSG00000260343	0	0	0	0	0	0
ENSG00000260344	0	0	0	0	0	0
ENSG00000260345	0	0	0	0	0	0
ENSG00000260347	0	0	0	0	0	0
ENSG00000260348	0	0	0	0	0	0
ENSG00000260349	0	0	0	0	0	0
ENSG00000260350	2	0	1	0	0	2
ENSG00000260351	0	0	0	0	0	2
ENSG00000260352	0	0	0	0	0	0
ENSG00000260357	0	0	0	0	0	2
ENSG00000260360	0	2	1	2	1	0
ENSG00000260361	6	3	1	15	6	5
ENSG00000260362	0	0	0	0	0	0
ENSG00000260364	0	0	0	0	0	0
ENSG00000260366	0	0	0	0	0	0
ENSG00000260367	21	20	15	39	15	31
ENSG00000260368	4	5	4	11	4	7
ENSG00000260369	10	4	4	2	2	2
ENSG00000260370	0	0	0	0	0	0
ENSG00000260371	0	6	1	1	0	1
ENSG00000260372	0	0	1	4	2	3
ENSG00000260375	0	0	0	0	0	0
ENSG00000260377	0	0	0	0	0	0
ENSG00000260378	0	0	0	0	0	0
ENSG00000260379	0	0	0	0	0	0
ENSG00000260381	1	0	1	0	0	0
ENSG00000260382	0	2	0	2	0	1
ENSG00000260385	0	0	0	0	0	0
ENSG00000260386	16	8	8	2	1	0
ENSG00000260387	0	0	0	0	0	0
ENSG00000260388	11	9	11	12	10	10
ENSG00000260389	0	0	0	0	1	0
ENSG00000260390	0	0	0	0	0	0
ENSG00000260391	0	0	1	1	0	0
ENSG00000260392	1	0	0	0	0	0
ENSG00000260393	0	0	0	0	0	0
ENSG00000260394	8	1	4	18	4	8
ENSG00000260395	0	2	1	1	0	1
ENSG00000260398	4	3	4	2	5	2
ENSG00000260399	0	0	0	0	0	0
ENSG00000260400	32	14	22	13	1	6
ENSG00000260401	0	0	0	0	0	0
ENSG00000260402	0	0	0	0	0	0
ENSG00000260403	0	0	0	0	0	0
ENSG00000260404	706	320	373	800	340	549
ENSG00000260405	0	0	0	0	0	0
ENSG00000260406	0	0	0	0	0	0
ENSG00000260409	18	11	9	25	3	10
ENSG00000260410	1	1	0	1	0	1
ENSG00000260411	0	0	0	0	0	0
ENSG00000260412	0	0	0	0	0	0
ENSG00000260413	0	0	0	0	0	0
ENSG00000260414	0	0	0	0	0	0
ENSG00000260416	0	0	0	0	0	0
ENSG00000260417	2	1	3	4	2	2
ENSG00000260418	0	0	2	2	0	0
ENSG00000260419	0	0	0	0	0	0
ENSG00000260420	0	0	0	0	0	0
ENSG00000260422	0	0	0	0	0	0
ENSG00000260423	45	15	22	71	24	22
ENSG00000260425	5	1	6	0	0	0
ENSG00000260426	0	0	0	0	0	0
ENSG00000260427	0	0	0	0	0	0
ENSG00000260428	20	9	7	38	14	15
ENSG00000260430	0	0	0	0	0	0
ENSG00000260431	0	0	0	0	0	0
ENSG00000260433	0	0	0	0	0	0
ENSG00000260436	0	1	0	1	0	0
ENSG00000260438	0	0	0	0	0	0
ENSG00000260439	3	2	1	4	3	7
ENSG00000260440	0	0	0	0	0	0
ENSG00000260441	0	0	0	0	0	1
ENSG00000260442	104	44	42	70	31	51
ENSG00000260443	0	0	0	0	0	0
ENSG00000260444	0	0	0	0	0	0
ENSG00000260445	0	0	0	0	0	0
ENSG00000260447	1	0	0	0	0	0
ENSG00000260448	68	28	20	34	13	35
ENSG00000260450	0	0	0	0	0	0
ENSG00000260451	0	0	0	0	0	0
ENSG00000260452	0	1	0	0	0	0
ENSG00000260454	0	0	2	0	0	0
ENSG00000260455	14	9	9	23	8	13
ENSG00000260456	185	91	90	161	56	102
ENSG00000260457	0	0	0	0	0	0
ENSG00000260458	0	0	0	0	0	0
ENSG00000260459	0	0	0	0	0	0
ENSG00000260460	0	0	0	0	1	0
ENSG00000260461	38	24	26	13	11	13
ENSG00000260464	8	2	4	8	1	5
ENSG00000260465	190	115	89	245	87	97
ENSG00000260466	6	0	1	8	2	12
ENSG00000260467	1	0	0	1	0	0
ENSG00000260468	0	0	0	0	0	0
ENSG00000260469	0	0	0	0	0	0
ENSG00000260470	2	1	2	3	0	0
ENSG00000260471	0	0	0	0	0	0
ENSG00000260472	0	0	0	0	0	0
ENSG00000260473	1	0	0	1	0	0
ENSG00000260475	5	1	2	2	1	2
ENSG00000260476	0	0	0	0	0	0
ENSG00000260477	0	0	0	0	0	0
ENSG00000260478	0	0	0	0	0	0
ENSG00000260479	1	0	0	1	0	0
ENSG00000260480	0	0	0	0	0	0
ENSG00000260482	2	0	0	2	2	2
ENSG00000260483	0	0	0	0	0	0
ENSG00000260484	0	0	0	0	0	0
ENSG00000260487	2	0	0	0	0	0
ENSG00000260488	0	0	0	0	0	0
ENSG00000260490	9	1	6	5	2	1
ENSG00000260492	0	0	0	0	0	0
ENSG00000260493	0	0	2	0	0	3
ENSG00000260494	2	0	1	1	0	0
ENSG00000260495	11	11	8	2	0	0
ENSG00000260496	0	0	0	0	1	1
ENSG00000260497	0	0	0	0	0	0
ENSG00000260498	10	8	3	24	11	15
ENSG00000260500	28	3	7	8	6	8
ENSG00000260504	0	0	0	0	0	0
ENSG00000260505	0	0	0	0	0	0
ENSG00000260507	0	0	0	0	0	0
ENSG00000260509	4	1	1	3	1	1
ENSG00000260510	0	0	0	0	0	0
ENSG00000260511	0	0	0	0	0	0
ENSG00000260514	0	0	0	0	0	0
ENSG00000260515	5	0	0	4	0	1
ENSG00000260516	0	0	0	0	0	0
ENSG00000260517	0	0	1	1	0	1
ENSG00000260518	0	1	0	1	0	0
ENSG00000260519	0	0	0	0	0	0
ENSG00000260520	0	0	0	0	0	0
ENSG00000260521	4	2	1	1	0	1
ENSG00000260522	0	0	0	0	0	0
ENSG00000260524	0	0	0	0	0	0
ENSG00000260525	0	0	0	0	0	0
ENSG00000260526	12	9	12	6	12	9
ENSG00000260528	31	3	6	6	6	8
ENSG00000260530	0	0	0	0	0	0
ENSG00000260532	1	0	0	0	0	0
ENSG00000260534	0	0	0	0	0	0
ENSG00000260536	1	1	0	0	0	0
ENSG00000260537	28	4	31	0	3	22
ENSG00000260540	0	0	0	0	0	0
ENSG00000260541	0	0	0	0	0	0
ENSG00000260542	0	0	0	0	0	0
ENSG00000260545	1	1	0	0	0	0
ENSG00000260548	0	0	0	0	0	0
ENSG00000260549	0	0	0	0	0	0
ENSG00000260550	0	0	0	0	0	0
ENSG00000260551	0	0	0	0	0	0
ENSG00000260552	4	4	2	15	1	4
ENSG00000260555	0	0	0	1	0	1
ENSG00000260558	0	0	0	0	0	0
ENSG00000260563	159	68	75	190	84	90
ENSG00000260564	0	0	0	0	0	0
ENSG00000260565	309	138	186	333	145	194
ENSG00000260566	18	0	2	13	4	0
ENSG00000260568	0	0	1	0	0	0
ENSG00000260569	0	0	0	0	0	0
ENSG00000260570	0	52	24	107	48	0
ENSG00000260571	0	0	0	0	0	0
ENSG00000260572	20	8	12	11	5	5
ENSG00000260573	0	0	0	0	0	0
ENSG00000260574	0	0	0	0	0	0
ENSG00000260575	0	0	0	0	0	0
ENSG00000260576	0	0	1	0	0	0
ENSG00000260577	0	0	0	0	0	0
ENSG00000260578	0	0	0	0	0	0
ENSG00000260579	0	0	0	0	0	0
ENSG00000260580	0	0	0	0	0	0
ENSG00000260581	0	0	0	0	0	1
ENSG00000260582	0	0	0	0	0	0
ENSG00000260583	2	1	1	0	1	0
ENSG00000260584	0	0	0	0	0	0
ENSG00000260585	0	0	0	0	0	0
ENSG00000260586	0	0	0	0	0	0
ENSG00000260588	48	19	18	30	17	20
ENSG00000260589	63	24	24	41	21	26
ENSG00000260590	0	0	0	0	0	0
ENSG00000260592	0	0	0	0	0	0
ENSG00000260593	0	0	0	0	0	0
ENSG00000260594	0	0	0	0	0	0
ENSG00000260595	0	0	0	0	0	0
ENSG00000260596	0	0	0	0	0	0
ENSG00000260597	2	4	2	0	2	3
ENSG00000260598	0	0	0	0	0	0
ENSG00000260599	0	0	0	0	0	0
ENSG00000260600	0	0	0	0	0	0
ENSG00000260601	0	0	0	0	0	0
ENSG00000260602	0	0	0	0	1	0
ENSG00000260603	0	0	0	0	0	0
ENSG00000260604	0	0	0	0	0	0
ENSG00000260605	0	0	0	0	0	0
ENSG00000260608	0	0	0	0	0	0
ENSG00000260610	0	0	0	0	0	0
ENSG00000260611	0	0	0	0	0	0
ENSG00000260612	0	0	0	0	0	0
ENSG00000260613	12	7	10	18	7	10
ENSG00000260614	0	0	0	0	0	0
ENSG00000260615	3	1	0	3	2	5
ENSG00000260616	0	0	0	0	1	0
ENSG00000260617	0	0	1	1	0	0
ENSG00000260618	0	1	2	6	1	0
ENSG00000260619	2	0	1	9	3	2
ENSG00000260620	0	0	0	0	0	0
ENSG00000260621	1	0	0	0	0	0
ENSG00000260622	0	1	0	0	0	2
ENSG00000260624	0	0	0	0	0	0
ENSG00000260625	3	0	2	0	1	0
ENSG00000260626	0	0	0	0	0	0
ENSG00000260628	2	2	0	0	5	3
ENSG00000260629	0	0	0	0	0	0
ENSG00000260630	39	15	19	24	5	11
ENSG00000260631	0	0	0	0	0	0
ENSG00000260633	0	0	0	0	0	1
ENSG00000260634	2	2	2	0	0	0
ENSG00000260635	0	0	1	0	0	0
ENSG00000260639	0	0	0	0	1	0
ENSG00000260640	1	0	0	0	0	0
ENSG00000260641	6	1	0	28	12	10
ENSG00000260642	0	0	0	0	0	0
ENSG00000260643	10	6	9	34	12	16
ENSG00000260644	1	1	2	0	0	0
ENSG00000260645	15	7	9	7	0	3
ENSG00000260646	2	1	0	2	1	0
ENSG00000260647	3	0	1	4	0	2
ENSG00000260648	9	3	2	8	0	2
ENSG00000260649	0	0	0	0	0	0
ENSG00000260650	0	0	0	1	0	0
ENSG00000260651	0	0	0	0	0	0
ENSG00000260653	0	0	0	0	0	0
ENSG00000260657	0	0	0	0	0	0
ENSG00000260658	0	0	0	0	0	0
ENSG00000260659	0	0	0	0	0	0
ENSG00000260660	4	2	2	3	0	1
ENSG00000260661	0	0	1	1	1	0
ENSG00000260662	0	0	0	0	0	0
ENSG00000260664	0	0	0	0	0	1
ENSG00000260668	0	0	0	0	0	0
ENSG00000260669	118	40	64	101	49	80
ENSG00000260670	0	0	0	0	0	0
ENSG00000260671	0	0	0	0	0	0
ENSG00000260672	3	0	2	3	3	4
ENSG00000260673	0	0	0	0	0	0
ENSG00000260674	0	0	0	0	0	0
ENSG00000260675	0	0	0	0	0	0
ENSG00000260676	0	0	0	0	0	0
ENSG00000260677	0	0	0	0	0	0
ENSG00000260678	0	0	0	0	0	1
ENSG00000260679	0	0	0	0	0	0
ENSG00000260680	0	0	0	0	0	0
ENSG00000260681	0	0	0	0	0	0
ENSG00000260682	0	0	1	1	0	1
ENSG00000260683	0	0	0	0	0	0
ENSG00000260685	1	1	0	1	0	0
ENSG00000260686	7	9	6	5	2	1
ENSG00000260687	0	0	0	0	0	0
ENSG00000260688	0	0	0	0	0	0
ENSG00000260689	12	6	4	9	1	1
ENSG00000260690	0	1	0	0	0	0
ENSG00000260691	58	35	39	40	21	18
ENSG00000260693	4	8	3	2	0	3
ENSG00000260694	0	0	0	0	0	0
ENSG00000260695	0	0	0	0	0	0
ENSG00000260698	25	14	9	49	14	31
ENSG00000260701	0	2	0	0	0	0
ENSG00000260702	0	0	0	0	0	0
ENSG00000260704	0	0	0	0	1	0
ENSG00000260706	0	0	0	0	0	0
ENSG00000260708	82	37	47	43	20	26
ENSG00000260710	0	0	0	0	0	0
ENSG00000260711	0	1	0	1	0	0
ENSG00000260714	1	2	1	1	0	2
ENSG00000260715	0	0	0	0	0	0
ENSG00000260719	9	1	1	3	1	3
ENSG00000260720	0	0	0	0	0	0
ENSG00000260721	0	0	0	0	0	0
ENSG00000260722	0	0	0	0	0	0
ENSG00000260723	0	0	0	0	0	0
ENSG00000260724	0	0	0	0	0	0
ENSG00000260725	4	0	1	0	1	5
ENSG00000260726	0	0	0	1	0	0
ENSG00000260727	39	19	20	19	13	14
ENSG00000260729	28	6	12	29	6	26
ENSG00000260731	0	0	0	0	0	0
ENSG00000260733	0	0	0	0	0	0
ENSG00000260734	0	0	0	0	0	0
ENSG00000260735	108	55	40	115	40	51
ENSG00000260737	0	0	0	0	0	0
ENSG00000260738	0	0	0	0	0	0
ENSG00000260739	0	0	0	0	0	0
ENSG00000260740	2	1	0	1	0	1
ENSG00000260741	0	0	0	0	0	0
ENSG00000260742	7	2	2	14	4	7
ENSG00000260743	6	5	2	5	1	5
ENSG00000260744	0	0	0	0	0	0
ENSG00000260746	0	0	0	0	0	0
ENSG00000260747	6	5	3	4	1	6
ENSG00000260750	1	2	2	4	0	4
ENSG00000260751	41	15	26	41	19	16
ENSG00000260755	2	3	1	0	3	0
ENSG00000260756	0	0	0	0	0	0
ENSG00000260757	1	0	0	0	0	1
ENSG00000260759	0	0	0	0	0	0
ENSG00000260760	0	0	0	0	0	0
ENSG00000260761	0	0	0	0	0	0
ENSG00000260762	0	0	0	0	0	0
ENSG00000260763	0	0	0	0	0	0
ENSG00000260764	0	0	0	0	0	0
ENSG00000260765	0	0	0	1	0	0
ENSG00000260766	80	33	62	105	50	47
ENSG00000260769	0	0	0	0	0	0
ENSG00000260771	0	0	0	0	0	0
ENSG00000260772	51	40	47	168	86	82
ENSG00000260773	7	3	2	6	5	3
ENSG00000260774	55	28	33	41	18	31
ENSG00000260776	0	0	0	0	1	0
ENSG00000260777	1	0	2	2	0	1
ENSG00000260778	23	6	13	23	9	8
ENSG00000260779	0	0	0	0	0	0
ENSG00000260780	0	0	0	0	0	0
ENSG00000260781	0	0	0	0	0	0
ENSG00000260782	0	0	0	0	0	0
ENSG00000260784	38	9	0	25	14	21
ENSG00000260785	0	0	0	0	0	0
ENSG00000260786	0	0	0	0	0	0
ENSG00000260788	0	0	0	0	0	0
ENSG00000260790	0	0	1	2	0	0
ENSG00000260792	0	0	0	10	6	6
ENSG00000260793	219	96	100	229	104	128
ENSG00000260795	0	0	0	0	0	0
ENSG00000260796	1	0	1	0	0	2
ENSG00000260797	0	0	0	0	0	0
ENSG00000260798	0	0	0	0	0	0
ENSG00000260799	1	0	1	0	0	0
ENSG00000260802	0	0	0	3	0	0
ENSG00000260803	12	6	2	11	0	2
ENSG00000260804	360	186	229	425	141	265
ENSG00000260805	9	8	12	8	3	3
ENSG00000260806	39	13	18	48	18	30
ENSG00000260807	160	69	79	261	106	157
ENSG00000260808	0	1	6	7	4	5
ENSG00000260809	0	0	0	0	0	0
ENSG00000260810	0	1	0	7	3	2
ENSG00000260811	0	0	0	0	0	0
ENSG00000260812	0	0	0	0	0	0
ENSG00000260814	1	0	0	0	0	0
ENSG00000260815	1	0	2	0	0	1
ENSG00000260816	3	0	2	9	0	3
ENSG00000260817	0	0	0	0	0	0
ENSG00000260818	0	0	0	0	0	0
ENSG00000260822	335	184	164	312	89	160
ENSG00000260823	0	0	0	1	0	0
ENSG00000260827	0	0	0	0	0	0
ENSG00000260828	0	0	0	0	0	0
ENSG00000260830	4	2	3	6	1	0
ENSG00000260832	0	0	0	0	0	0
ENSG00000260834	0	1	1	0	1	0
ENSG00000260835	0	0	0	0	0	0
ENSG00000260836	7	0	2	15	4	0
ENSG00000260837	2	2	0	9	4	3
ENSG00000260838	0	0	0	0	0	0
ENSG00000260840	0	1	0	0	0	0
ENSG00000260844	0	0	0	0	0	0
ENSG00000260845	0	0	0	0	0	0
ENSG00000260846	0	0	0	0	0	0
ENSG00000260847	0	0	0	0	0	0
ENSG00000260848	0	0	0	0	0	0
ENSG00000260850	0	0	0	0	0	0
ENSG00000260851	2	0	0	0	0	0
ENSG00000260852	256	114	123	303	109	159
ENSG00000260853	56	27	44	83	27	42
ENSG00000260854	0	0	0	0	0	0
ENSG00000260855	23	15	13	34	11	14
ENSG00000260857	0	0	0	0	0	0
ENSG00000260858	0	0	0	0	0	0
ENSG00000260859	0	0	0	0	0	0
ENSG00000260860	0	0	0	0	0	0
ENSG00000260861	0	0	2	6	2	0
ENSG00000260862	0	0	0	0	0	0
ENSG00000260863	0	0	0	0	0	0
ENSG00000260864	0	0	0	0	0	0
ENSG00000260865	0	0	0	0	0	0
ENSG00000260866	0	0	0	0	0	0
ENSG00000260867	0	0	0	0	0	0
ENSG00000260868	0	0	0	0	0	0
ENSG00000260869	0	0	6	0	0	5
ENSG00000260870	0	0	0	0	0	0
ENSG00000260871	2	1	0	2	0	1
ENSG00000260874	18	3	5	5	3	7
ENSG00000260876	0	0	0	0	0	0
ENSG00000260877	0	0	0	0	0	0
ENSG00000260878	0	0	0	0	0	0
ENSG00000260879	16	5	1	14	4	5
ENSG00000260880	0	0	0	0	0	0
ENSG00000260882	2	0	1	1	0	0
ENSG00000260883	0	0	0	0	0	0
ENSG00000260884	5	5	4	12	2	6
ENSG00000260886	6	3	5	3	1	2
ENSG00000260887	0	0	0	0	0	0
ENSG00000260889	0	0	0	0	0	0
ENSG00000260891	1	0	0	0	0	0
ENSG00000260892	2	0	0	0	1	2
ENSG00000260894	0	0	0	0	0	0
ENSG00000260895	1	0	0	0	0	0
ENSG00000260896	3	1	2	3	0	1
ENSG00000260897	0	0	0	0	0	0
ENSG00000260898	12	2	2	4	3	4
ENSG00000260899	20	3	20	42	11	26
ENSG00000260900	0	0	0	0	0	0
ENSG00000260902	0	0	0	0	0	0
ENSG00000260903	19	6	13	21	7	17
ENSG00000260905	1	0	0	0	0	0
ENSG00000260907	3	1	2	1	1	5
ENSG00000260908	1	0	0	0	1	0
ENSG00000260909	0	0	0	0	0	0
ENSG00000260910	1	1	0	0	1	3
ENSG00000260911	1	0	0	1	0	0
ENSG00000260912	46	28	28	37	15	27
ENSG00000260913	0	0	0	0	0	0
ENSG00000260914	780	393	341	908	482	590
ENSG00000260916	206	120	131	209	91	143
ENSG00000260917	276	144	180	286	140	189
ENSG00000260918	1	0	0	0	0	0
ENSG00000260919	0	0	0	0	0	0
ENSG00000260920	186	105	98	154	60	110
ENSG00000260921	0	0	0	0	1	0
ENSG00000260922	0	1	0	0	0	0
ENSG00000260923	28	22	23	55	21	25
ENSG00000260924	77	31	50	73	30	41
ENSG00000260926	0	0	0	0	0	0
ENSG00000260927	4	2	1	6	3	0
ENSG00000260928	0	1	1	0	0	0
ENSG00000260930	0	0	0	0	0	0
ENSG00000260932	0	0	0	0	0	0
ENSG00000260933	0	0	0	0	0	0
ENSG00000260934	0	0	6	6	1	0
ENSG00000260937	0	0	0	0	0	0
ENSG00000260939	0	0	0	0	0	0
ENSG00000260940	1	0	0	0	0	0
ENSG00000260941	0	0	0	5	1	1
ENSG00000260942	238	109	104	165	78	93
ENSG00000260943	0	0	0	0	0	0
ENSG00000260944	0	0	0	0	0	0
ENSG00000260945	0	0	0	0	0	0
ENSG00000260947	27	19	21	45	13	19
ENSG00000260948	90	31	42	94	35	44
ENSG00000260949	1	1	2	3	0	0
ENSG00000260951	0	0	0	0	0	0
ENSG00000260953	0	0	0	0	0	0
ENSG00000260954	0	1	0	4	1	0
ENSG00000260955	1	1	0	0	0	0
ENSG00000260957	0	0	0	0	0	0
ENSG00000260958	0	0	0	0	0	0
ENSG00000260959	0	0	0	0	0	0
ENSG00000260962	0	0	0	0	0	0
ENSG00000260963	0	0	0	0	0	0
ENSG00000260965	0	0	0	0	0	0
ENSG00000260966	168	80	111	117	49	78
ENSG00000260967	0	0	0	0	0	0
ENSG00000260969	0	0	0	0	0	0
ENSG00000260970	0	0	0	0	0	0
ENSG00000260971	0	0	0	0	0	0
ENSG00000260972	0	0	0	0	0	0
ENSG00000260973	0	0	0	0	0	0
ENSG00000260974	0	0	0	0	0	0
ENSG00000260975	0	0	0	0	0	0
ENSG00000260976	0	0	0	0	0	0
ENSG00000260977	0	0	0	1	1	0
ENSG00000260978	30	16	13	27	12	25
ENSG00000260979	8	3	1	2	2	6
ENSG00000260981	0	0	0	0	0	0
ENSG00000260983	0	0	0	0	0	0
ENSG00000260984	0	0	0	0	0	0
ENSG00000260986	0	0	0	1	0	0
ENSG00000260988	0	2	2	0	0	1
ENSG00000260989	0	0	0	0	0	1
ENSG00000260990	0	0	0	0	0	0
ENSG00000260991	0	0	0	0	0	0
ENSG00000260992	5	2	4	14	8	9
ENSG00000260994	0	0	0	0	0	0
ENSG00000260995	0	0	0	0	0	0
ENSG00000260996	0	0	0	3	1	0
ENSG00000260997	2161	985	1266	3235	1303	2106
ENSG00000260999	1	0	0	0	0	0
ENSG00000261000	1	0	1	1	0	1
ENSG00000261002	0	0	0	0	0	0
ENSG00000261003	6	0	0	1	0	0
ENSG00000261007	0	0	0	0	0	0
ENSG00000261008	22	17	9	32	20	12
ENSG00000261009	0	0	0	0	0	0
ENSG00000261010	0	0	0	0	0	0
ENSG00000261011	1	0	1	4	0	1
ENSG00000261012	0	0	0	0	0	0
ENSG00000261013	0	0	0	0	0	0
ENSG00000261014	0	0	0	0	0	0
ENSG00000261017	0	0	0	0	0	0
ENSG00000261018	0	0	0	0	0	0
ENSG00000261019	2	2	0	2	2	1
ENSG00000261020	0	0	0	0	0	0
ENSG00000261024	0	0	0	0	0	0
ENSG00000261025	0	0	0	0	0	0
ENSG00000261026	4	1	2	103	53	66
ENSG00000261028	1	0	0	0	0	0
ENSG00000261029	0	0	0	0	0	0
ENSG00000261030	1	0	0	0	0	0
ENSG00000261033	6	3	2	4	2	5
ENSG00000261035	0	0	0	0	0	0
ENSG00000261036	0	0	0	0	0	0
ENSG00000261037	1	0	0	0	0	0
ENSG00000261038	0	0	0	0	0	0
ENSG00000261039	0	0	0	0	0	0
ENSG00000261040	0	0	0	0	0	0
ENSG00000261041	0	0	0	0	0	0
ENSG00000261043	0	0	0	0	0	0
ENSG00000261044	0	0	0	1	1	0
ENSG00000261045	0	0	0	0	0	0
ENSG00000261046	0	0	0	0	0	0
ENSG00000261047	0	0	0	0	0	0
ENSG00000261048	0	0	0	0	0	0
ENSG00000261049	0	0	0	0	0	0
ENSG00000261051	0	0	0	0	0	0
ENSG00000261052	646	244	341	871	336	411
ENSG00000261053	0	0	0	0	0	0
ENSG00000261054	0	0	0	2	0	0
ENSG00000261055	0	0	0	0	0	0
ENSG00000261056	0	0	2	0	0	1
ENSG00000261057	0	0	0	0	0	0
ENSG00000261058	0	0	0	0	0	0
ENSG00000261060	0	0	0	0	0	0
ENSG00000261061	229	98	115	340	147	204
ENSG00000261063	11	3	13	7	7	0
ENSG00000261064	1	2	3	0	0	2
ENSG00000261065	0	1	0	0	0	0
ENSG00000261066	0	0	0	0	0	0
ENSG00000261067	324	149	224	664	291	487
ENSG00000261068	4	0	2	1	0	2
ENSG00000261069	32	9	9	20	7	12
ENSG00000261070	0	0	0	0	0	0
ENSG00000261071	25	6	9	17	5	13
ENSG00000261072	0	0	0	1	0	0
ENSG00000261075	0	0	0	0	0	0
ENSG00000261076	0	0	0	0	0	0
ENSG00000261077	0	0	0	0	0	0
ENSG00000261078	0	0	0	0	0	0
ENSG00000261079	18	4	9	13	6	3
ENSG00000261080	0	0	0	0	0	0
ENSG00000261081	0	0	0	0	0	0
ENSG00000261082	0	0	0	0	0	0
ENSG00000261083	0	0	0	0	0	0
ENSG00000261084	0	0	0	0	0	0
ENSG00000261087	29	15	15	48	15	29
ENSG00000261089	0	0	0	1	0	0
ENSG00000261090	0	0	0	0	0	0
